FEATURES_TXT_BEGIN_0 0 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-40.5513 -51.2315 -32 5 -0.0472532 -1.19118 0 -1.76944 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 1 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-35.6514 -30.0592 -21 4 -0.478917 -1.00174 -0.0354584 -1.75886 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 2 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-26.3812 -29.0202 -25 5 -0.721192 -0.862697 -0.0177445 -4.29356 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 3 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-57.631 -84.0272 -37 7 -7.76049 -8.97891 -0.0953101 -7.28149 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 4 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-74.8704 -98.1801 -61 12 -1.79788 -8.9384 -0.0269094 -10.5193 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 5 2 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-59.0094 -64.9284 -34 8 -7.44461 -14.8993 -0.0846667 -5.55661 
-53.2244 -55.9826 -34 8 -17.3532 -18.2844 -1.8508 -7.20428 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 6 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-40.1579 -61.2212 -48 8 -0.747457 -5.63542 -0.0112996 -4.42435 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 7 24 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-15.294 -13.3915 -9 2 -1.67196 -0.992967 0 -0.479157 
-18.3526 -19.5834 -10 4 -0.188175 -0.43084 -0.0670313 -0.693429 
-24.3224 -22.3022 -8 3 -7.12627 -0.992966 -1.27172 -0.460796 
-17.8924 -20.0757 -10 2 -2.53297 -5.55553 -3.58352 -7.68236 
-28.2727 -28.9664 -9 5 -5.64249 -0.43084 -1.33875 -0.675069 
-19.7685 -24.6457 -10 3 -4.16228 -5.63726 -4.1197 -7.3406 
-32.2893 -32.1126 -9 3 -2.16903 -1.21567 -1.4612 -1.72858 
-18.5379 -20.7628 -10 3 -4.55094 -4.78975 -5.04101 -5.60756 
-12.9556 -14.7026 -11 2 -4.78471 -0.430839 -6.2691 -4.4564 
-22.5429 -20.622 -9 4 -7.53065 -6.75054 -4.49519 -4.87661 
-19.7201 -24.1641 -10 4 -4.7138 -4.73556 -5.04368 -5.45274 
-23.5887 -22.2518 -8 3 -9.61432 -5.5595 -4.53165 -6.01025 
-19.5805 -19.898 -9 4 -8.54462 -7.66021 -5.87451 -6.18493 
-22.4416 -22.2338 -9 4 -10.2021 -4.99947 -5.08762 -0.667951 
-18.4248 -24.0017 -11 3 -1.45423 -4.78975 -5.80315 -8.02471 
-35.1643 -36.3303 -10 5 -0.557868 -0.653546 -1.51349 -1.94286 
-22.927 -23.5156 -11 4 -2.78713 -0.430839 -4.68215 -2.64687 
-30.4247 -31.1834 -8 4 -7.70723 -1.21567 -2.87317 -1.71022 
-18.2658 -18.553 -12 4 -3.04599 -0.430839 -5.78076 -8.89622 
-22.3641 -25.8286 -11 3 -2.29502 -0.430839 -4.9457 -0.713543 
-19.6887 -23.1046 -10 3 -5.71881 -5.76352 -5.87725 -6.48395 
-26.1097 -24.1662 -10 3 -4.44854 -0.992967 -4.15271 -3.90405 
-25.6015 -26.8139 -10 5 -6.04287 -6.18841 -4.5375 -5.09088 
-21.594 -22.987 -9 3 -6.26945 -5.5595 -5.6185 -6.02861 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 8 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-12.8095 -18.8544 -15 3 -0.174546 -0.565153 -0.00882785 -0.572894 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 9 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-31.8739 -40.2349 -38 6 -1.77584 -1.52361 -0.00219042 -2.16119 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 10 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-102.734 -111.784 -87 17 -8.54552 -18.8844 -1.71713 -7.3076 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 11 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-55.9566 -63.9674 -44 8 -1.17631 -3.19455 -0.0206977 -2.23127 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 12 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-40.7364 -42.1391 -30 5 -2.63202 -12.097 0 -14.4003 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 13 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-133.458 -226.162 -113 19 -11.4629 -13.2761 -0.00399193 -11.9727 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 14 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-26.0448 -40.0702 -14 3 -0.125163 -0.740521 0 -0.98581 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 15 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-42.7222 -53.1661 -33 6 -1.73762 -2.32644 0 -1.90252 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 16 100 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-10.3492 -14.8508 -6 1 -0.127833 -0.643221 0 -1.90069 
-15.8478 -15.3104 -5 2 -2.91547 -1.20535 -1.27263 -1.68641 
-21.4852 -23.2881 -6 4 -0.48427 -0.420514 -0.367247 -0.65126 
-17.2947 -23.923 -5 3 -3.17035 -0.98264 -1.57285 -0.436987 
-18.5981 -18.4849 -6 3 -2.59379 -10.2851 -3.22861 -11.5426 
-25.9091 -24.9286 -6 4 -0.273427 -0.453587 -1.06625 -4.43816 
-14.4035 -16.2508 -4 2 -9.4062 -4.36775 -4.51018 -0.131224 
-17.3486 -18.2532 -6 4 -3.9713 -5.92623 -4.1007 -6.62847 
-24.362 -25.5636 -5 3 -2.95951 -1.01571 -2.27185 -4.22388 
-18.0601 -18.5016 -6 3 -3.81221 -5.00213 -4.65591 -6.81482 
-17.0406 -19.2154 -6 3 -4.57722 -7.59047 -5.02037 -7.89267 
-10.5598 -13.5871 -6 4 -9.26524 -8.79339 -7.04513 -8.14412 
-17.6817 -16.9195 -5 3 -6.65738 -6.48836 -5.3063 -6.4142 
-24.6018 -25.9562 -6 5 -1.28589 -2.47494 -3.29021 -4.01469 
-25.7663 -26.7209 -6 3 -1.16681 -2.69764 -3.10241 -5.26411 
