FEATURES_TXT_BEGIN_0 0 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-40.5513 -51.2315 -32 16 -0.604715 -1.19119 -0.213633 -1.76944 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 1 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-35.6514 -30.0592 -21 8 -0.269746 -1.00174 -0.146613 -1.75886 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 2 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-26.3812 -29.0202 -25 12 -0.842156 -0.862697 -0.136263 -4.29356 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 3 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-57.631 -84.0272 -37 17 -6.28713 -8.97891 -0.266338 -7.28149 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 4 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-74.8704 -98.1802 -61 25 -1.84183 -8.9384 -0.35744 -10.5193 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 5 2 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-62.6513 -69.2441 -35 12 -2.91927 -11.3622 -0.210258 -5.58018 
-59.0094 -64.9284 -34 9 -7.51369 -14.8993 -0.0934715 -5.55661 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 6 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-40.1579 -61.2212 -48 25 -1.12469 -5.63543 -0.402061 -4.42434 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 7 16 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-15.294 -13.3915 -9 3 -1.67737 -0.992967 -0.00882785 -0.479157 
-18.3526 -19.5834 -10 7 -0.263343 -0.43084 -0.135276 -0.693429 
-17.8924 -20.0757 -10 5 -2.6499 -5.55553 -3.63029 -7.68236 
-24.3224 -22.3022 -8 4 -7.15267 -0.992967 -1.27663 -0.460796 
-19.7685 -24.6457 -10 5 -4.24566 -5.63726 -4.14695 -7.3406 
-12.9556 -14.7026 -11 5 -4.90163 -0.43084 -6.31587 -4.4564 
-28.2727 -28.9664 -9 6 -5.66889 -0.430841 -1.34366 -0.675068 
-18.5379 -20.7627 -10 7 -4.68416 -4.78975 -5.097 -5.60756 
-18.4248 -24.0017 -11 6 -1.57115 -4.78975 -5.84992 -8.02471 
-32.2893 -32.1126 -9 4 -2.16914 -1.21567 -1.44214 -1.72858 
-18.2658 -18.553 -12 6 -3.12938 -0.43084 -5.80801 -8.89621 
-19.7201 -24.1641 -10 6 -4.30119 -4.73556 -5.19314 -5.45274 
-22.927 -23.5156 -11 6 -2.87051 -0.43084 -4.7094 -2.64687 
-35.1643 -36.3303 -10 7 -0.533818 -0.653547 -1.48118 -1.94286 
-22.3641 -25.8286 -11 6 -2.41194 -0.43084 -4.99247 -0.713543 
-23.5163 -25.1129 -11 7 -2.41721 -0.43084 -5.19552 -3.11058 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 8 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-12.8095 -18.8544 -15 6 -0.356054 -0.565153 -0.045241 -0.572894 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 9 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-31.874 -40.2349 -38 18 -0.651812 -1.52361 -0.252274 -2.16119 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 10 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-105.575 -111.971 -91 42 -2.44061 -12.2085 -1.21235 -13.3083 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 11 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-55.9566 -63.9674 -44 15 -1.18523 -3.19455 -0.154101 -2.23127 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 12 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-40.7364 -42.1391 -30 9 -1.72382 -12.097 -0.0633396 -14.4003 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 13 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-133.458 -226.162 -113 47 -9.62784 -13.2761 -0.794559 -11.9727 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 14 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-26.0448 -40.0702 -14 5 -0.219254 -0.740522 -0.0176557 -0.985811 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 15 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-42.7222 -53.1661 -33 11 -1.96005 -2.32644 -0.0814526 -1.90252 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 16 100 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-10.3492 -14.8508 -6 3 -0.258475 -0.643221 -0.0176557 -1.90068 
-15.8478 -15.3104 -5 3 -2.97817 -1.20535 -1.28146 -1.68641 
-21.4852 -23.2881 -6 6 -0.474131 -0.420514 -0.447443 -0.651261 
-17.2947 -23.923 -5 5 -3.16021 -0.98264 -1.65304 -0.436988 
-25.9091 -24.9286 -6 5 -0.31712 -0.453588 -1.07783 -4.43816 
-18.5981 -18.4849 -6 4 -2.63748 -10.2851 -3.24019 -11.5426 
-17.3486 -18.2532 -6 5 -4.015 -5.92623 -4.11228 -6.62847 
-24.362 -25.5636 -5 4 -3.0032 -1.01571 -2.28343 -4.22389 
-18.0601 -18.5016 -6 5 -3.80207 -5.00213 -4.73611 -6.81482 
-24.6018 -25.9562 -6 5 -1.28589 -2.47494 -3.29021 -4.01469 
-17.0406 -19.2154 -6 4 -4.62091 -7.59047 -5.03195 -7.89267 
-25.7663 -26.7209 -6 3 -1.16681 -2.69764 -3.10241 -5.26411 
-14.4035 -16.2508 -4 4 -9.39606 -4.36775 -4.59038 -0.131224 
-17.6817 -16.9195 -5 4 -6.70108 -6.48836 -5.31787 -6.4142 
-18.4894 -23.2838 -6 4 -4.81772 -4.94794 -5.05251 -6.66 
-18.8537 -21.5056 -6 4 -3.88014 -17.056 -6.13056 -18.8692 
-21.0122 -24.838 -7 4 -2.44597 -0.643221 -5.13611 -4.31784 
-21.3311 -24.2797 -7 4 -4.02383 -0.64322 -4.65937 -4.31784 
-10.5598 -13.5871 -6 5 -9.30893 -8.79339 -7.05671 -8.14412 
-20.7935 -22.3261 -7 3 -2.91726 -0.64322 -5.42122 -3.85412 
-23.0547 -26.5912 -5 4 -3.97197 -3.03706 -4.49581 -3.80042 
-20.7901 -22.3895 -6 6 -5.80511 -5.70353 -5.23751 -5.37905 
-17.5479 -18.423 -6 3 -5.90489 -5.85588 -6.18336 -8.06864 
-16.9087 -20.638 -6 3 -5.09101 -5.76792 -6.41668 -8.88961 
-29.9843 -27.8289 -6 4 -0.391712 -0.676294 -4.04654 -5.68758 
-14.7741 -16.6934 -5 4 -8.69093 -9.35552 -6.60529 -7.92984 
-22.7677 -24.5097 -7 4 -2.06396 -0.643221 -5.71846 -3.85412 
-21.1279 -26.2429 -6 6 -4.99975 -4.72523 -5.42409 -5.41057 
-21.5555 -25.889 -6 6 -4.89495 -4.77942 -5.40916 -5.56539 
-19.5383 -23.6021 -8 4 -3.592 -8.84202 -6.62683 -15.13 
-22.512 -22.5446 -5 4 -4.22393 -3.25977 -5.74511 -5.04985 
-18.5446 -21.9792 -7 4 -5.20831 -8.84202 -6.62683 -11.0574 
-16.6787 -20.4676 -6 4 -4.8744 -4.80016 -7.29843 -5.48476 
-15.0422 -23.0244 -5 5 -8.49119 -6.26565 -6.44311 -5.16477 
-24.5408 -25.4361 -6 6 -4.92127 -4.80016 -5.30075 -5.48476 
-18.1351 -17.4944 -5 4 -8.62176 -8.84202 -6.62683 -4.90343 
-15.4775 -15.2801 -4 2 -11.9603 -9.06472 -6.43903 -1.80152 
-24.6889 -24.8842 -7 6 -4.32714 -0.420514 -5.35312 -3.24985 
-15.2778 -18.5763 -7 4 -5.23225 -0.643221 -7.99695 -5.66366 
-21.3949 -24.5708 -6 6 -6.96336 -6.83478 -5.95389 -6.0826 
-17.8228 -22.5647 -5 5 -8.80722 -5.86004 -6.36357 -3.70893 
-22.501 -24.4407 -10 2 -3.50682 -9.06472 -6.43903 -21.6989 
-24.1681 -24.9536 -7 3 -3.04028 -5.91078 -6.25416 -14.5526 
-20.638 -21.2449 -7 3 -4.774 -0.64322 -6.80751 -3.85412 
-26.3442 -29.6809 -7 6 -2.628 -0.420514 -5.50769 -3.06841 
-21.7383 -23.5409 -6 4 -6.02356 -5.9759 -6.26235 -7.6912 
-21.9133 -25.5448 -10 4 -3.6259 -8.84202 -6.62683 -20.4495 
-18.1368 -19.5987 -5 4 -8.73631 -8.1526 -6.87602 -7.6784 
-20.9137 -25.2724 -7 5 -2.84309 -4.80016 -7.47695 -7.4382 
-16.6425 -17.0025 -4 4 -12.0794 -8.84202 -6.62683 -0.552096 
-21.9637 -23.7586 -7 4 -3.45715 -0.643221 -6.88258 -4.89287 
-21.5046 -24.3369 -6 6 -5.67532 -5.63317 -6.60714 -6.81922 
-27.6556 -28.6788 -7 4 -4.53601 -7.59047 -5.03195 -9.75697 
-23.0178 -23.9512 -7 2 -5.08923 -9.06472 -6.43903 -12.3068 
-24.1295 -25.042 -9 2 -3.50682 -9.06472 -6.43903 -18.3328 
-19.8611 -21.9941 -6 5 -6.53197 -7.20828 -7.07148 -8.99109 
-25.1813 -23.5509 -6 4 -2.42066 -2.85741 -6.77879 -8.40123 
-29.0742 -39.3167 -10 4 -0.166562 -7.59047 -5.03195 -19.5289 
-27.022 -28.3223 -7 6 -2.68769 -0.420514 -5.845 -2.6047 
-28.7176 -38.6829 -9 4 -1.14739 -7.59047 -5.03195 -16.067 
-15.8498 -17.3181 -4 3 -10.2078 -6.42218 -7.43314 -3.49465 
-15.6785 -17.7674 -6 6 -8.4277 -7.22302 -8.09396 -7.0942 
-25.6375 -27.0221 -7 5 -1.96602 -0.643221 -6.56065 -5.66367 
-14.628 -18.7556 -7 3 -6.42529 -0.643221 -8.43711 -4.63749 
-27.1623 -29.0461 -7 6 -2.24599 -0.420514 -6.09004 -2.60469 
