FEATURES_TXT_BEGIN_0 0 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-37.2141 -43.225 -32 29 -5.96613 -1.75332 -3.78659 -3.5086 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 1 3 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-31.9732 -29.0643 -20 20 -4.23101 -1.56387 -2.29651 -1.54459 
-35.6514 -30.0592 -21 21 -1.54493 -1.00174 -1.09091 -1.75886 
-33.508 -27.8968 -22 20 -7.4718 -1.00174 -8.55287 -4.68389 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 2 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-26.3812 -29.0202 -25 21 -1.64328 -0.862696 -1.37194 -4.29356 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 3 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-47.081 -88.9732 -38 29 -11.0299 -8.97891 -8.57494 -10.2737 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 4 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-74.8703 -98.1801 -61 53 -6.06603 -5.31341 -4.15241 -10.5193 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 5 3 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-42.701 -50.741 -33 22 -28.8403 -23.3484 -13.0246 -6.90484 
-47.921 -50.9558 -38 20 -26.8171 -19.9302 -18.039 -18.9747 
-52.63 -53.7994 -34 21 -17.2189 -18.1324 -4.03549 -6.92208 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 6 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-40.1579 -61.2212 -48 43 -3.00465 -5.63543 -2.9446 -4.42435 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 7 9 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-12.9556 -14.7026 -11 9 -4.9547 -0.43084 -7.49371 -4.45641 
-15.294 -13.3915 -9 7 -2.1687 -0.992966 -0.487266 -0.479156 
-18.3526 -19.5834 -10 10 -0.533372 -0.430839 -0.526301 -0.693429 
-18.2658 -18.553 -12 9 -3.3994 -0.43084 -6.19904 -8.89622 
-19.0891 -20.2739 -11 10 -5.80532 -0.430839 -8.40087 -3.43023 
-17.9807 -18.4927 -12 9 -10.031 -0.43084 -14.0736 -6.42242 
-13.0811 -13.9763 -12 9 -16.7846 -5.76352 -21.3997 -12.6379 
-19.5678 -16.521 -12 10 -10.8167 -0.430839 -17.1562 -6.64261 
-18.57 -21.3368 -11 10 -7.24303 -0.430839 -9.29469 -4.05948 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 8 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-12.8095 -18.8544 -15 15 -1.0738 -0.565153 -0.446636 -0.572893 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 9 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-31.874 -40.2349 -38 38 -2.6006 -1.52361 -1.41739 -2.16119 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 10 4 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-105.21 -116.179 -95 82 -12.0344 -5.54125 -11.6025 -17.3694 
-103.167 -111.933 -95 78 -11.8169 -12.2085 -12.1092 -23.0752 
-103.365 -113.195 -96 81 -17.6687 -5.54125 -18.3402 -22.0789 
-107.618 -116.217 -91 84 -6.09215 -5.54125 -4.40251 -7.60253 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 11 2 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-50.7051 -60.6086 -45 44 -10.4076 -10.0764 -8.81995 -9.6736 
-55.9566 -63.9674 -44 40 -3.22663 -3.19455 -1.33806 -2.23127 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 12 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-47.2363 -44.3949 -30 28 -4.96508 -2.53166 -3.48943 -2.83902 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 13 1 8 LM0_0 LM1_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
